Topología de Red;Número de Nodos;Tiempo de Saturación
Cuadricula;9;7106
Cuadricula;9;5
Cuadricula;9;14
Cuadricula;9;7
Cuadricula;9;33
Cuadricula;9;11
Cuadricula;9;3
Cuadricula;9;6
Cuadricula;9;5
Cuadricula;9;8
Cuadricula;9;4
Cuadricula;9;20
Cuadricula;9;43
Cuadricula;9;6
Cuadricula;9;5
Cuadricula;9;33
Cuadricula;9;7
Cuadricula;9;98
Cuadricula;9;6
Cuadricula;9;10
Cuadricula;9;11
Cuadricula;9;55
Cuadricula;9;13
Cuadricula;9;6
Cuadricula;9;7
Cuadricula;9;19
Cuadricula;9;10
Cuadricula;9;4
Cuadricula;9;9
Cuadricula;9;9
Cuadricula;9;8
Cuadricula;9;4
Cuadricula;9;91
Cuadricula;9;11
Cuadricula;9;4
Cuadricula;9;84
Cuadricula;9;7
Cuadricula;9;11
Cuadricula;9;7
Cuadricula;9;7
Cuadricula;9;2
Cuadricula;9;7
Cuadricula;9;4
Cuadricula;9;11
Cuadricula;9;10
Cuadricula;9;2
Cuadricula;9;9
Cuadricula;9;5
Cuadricula;9;7
Cuadricula;9;56
Cuadricula;9;7
Cuadricula;9;7
Cuadricula;9;15
Cuadricula;9;5
Cuadricula;9;6
Cuadricula;9;12
Cuadricula;9;4
Cuadricula;9;104
Cuadricula;9;47
Cuadricula;9;10
Cuadricula;9;6
Cuadricula;9;5
Cuadricula;9;7
Cuadricula;9;9
Cuadricula;9;12
Cuadricula;9;9
Cuadricula;9;6
Cuadricula;9;25
Cuadricula;9;12
Cuadricula;9;3
Cuadricula;9;5
Cuadricula;9;7
Cuadricula;9;6
Cuadricula;9;4
Cuadricula;9;4
Cuadricula;9;7
Cuadricula;9;8
Cuadricula;9;363
Cuadricula;9;15
Cuadricula;9;18
Cuadricula;9;3523
Cuadricula;9;6
Cuadricula;9;98
Cuadricula;9;10
Cuadricula;9;3
Cuadricula;9;96
Cuadricula;9;4
Cuadricula;9;4
Cuadricula;9;5
Cuadricula;9;10
Cuadricula;9;4
Cuadricula;9;6
Cuadricula;9;56
Cuadricula;9;3
Cuadricula;9;12
Cuadricula;9;9
Cuadricula;9;14
Cuadricula;9;5
Cuadricula;9;7
Cuadricula;9;6
Cuadricula;9;6
Cuadricula;9;3
Cuadricula;9;445
Cuadricula;9;40
Cuadricula;9;6
Cuadricula;9;8
Cuadricula;9;3
Cuadricula;9;6
Cuadricula;9;14
Cuadricula;9;24
Cuadricula;9;5
Cuadricula;9;5
Cuadricula;9;3
Cuadricula;9;7
Cuadricula;9;2
Cuadricula;9;4
Cuadricula;9;4
Cuadricula;9;18
Cuadricula;9;3
Cuadricula;9;263
Cuadricula;9;6
Cuadricula;9;16
Cuadricula;9;4
Cuadricula;9;6
Cuadricula;9;4
Cuadricula;9;34
Cuadricula;9;20
Cuadricula;9;31
Cuadricula;9;2
Cuadricula;9;3
Cuadricula;9;2
Cuadricula;9;5
Cuadricula;9;11
Cuadricula;9;7
Cuadricula;9;5
Cuadricula;9;7
Cuadricula;9;9
Cuadricula;9;3
Cuadricula;9;20
Cuadricula;9;22
Cuadricula;9;26
Cuadricula;9;3
Cuadricula;9;9
Cuadricula;9;8
Cuadricula;9;3
Cuadricula;9;1361
Cuadricula;9;11
Cuadricula;9;4
Cuadricula;9;21
Cuadricula;9;4
Cuadricula;9;9
Cuadricula;9;4
Cuadricula;9;10
Cuadricula;9;7
Cuadricula;9;809
Cuadricula;9;3
Cuadricula;9;8
Cuadricula;9;7
Cuadricula;9;7
Cuadricula;9;4
Cuadricula;9;9
Cuadricula;9;10
Cuadricula;9;24
Cuadricula;9;3
Cuadricula;9;7
Cuadricula;9;13
Cuadricula;9;3
Cuadricula;9;5
Cuadricula;9;11
Cuadricula;9;9
Cuadricula;9;2
Cuadricula;9;4
Cuadricula;9;5
Cuadricula;9;5
Cuadricula;9;4
Cuadricula;9;7
Cuadricula;9;4
Cuadricula;9;11
Cuadricula;9;21
Cuadricula;9;9
Cuadricula;9;2
Cuadricula;9;4
Cuadricula;9;10
Cuadricula;9;4
Cuadricula;9;9
Cuadricula;9;4
Cuadricula;9;6
Cuadricula;9;4
Cuadricula;9;3
Cuadricula;9;135
Cuadricula;9;13
Cuadricula;9;7
Cuadricula;9;3
Cuadricula;9;6
Cuadricula;9;10
Cuadricula;9;431
Cuadricula;9;14
Cuadricula;9;9
Cuadricula;9;4
Cuadricula;9;83
Cuadricula;9;24
Cuadricula;9;5
Cuadricula;9;66
Cuadricula;9;15
Cuadricula;9;6
Cuadricula;9;7
Cuadricula;9;12
Cuadricula;9;33
Cuadricula;9;5
Cuadricula;9;8
Cuadricula;9;82
Cuadricula;9;21
Cuadricula;9;9
Cuadricula;9;3
Cuadricula;9;35
Cuadricula;9;4
Cuadricula;9;4
Cuadricula;9;6
Cuadricula;9;15
Cuadricula;9;4
Cuadricula;9;18
Cuadricula;9;13
Cuadricula;9;6
Cuadricula;9;14
Cuadricula;9;8
Cuadricula;9;7
Cuadricula;9;21
Cuadricula;9;8
Cuadricula;9;13
Cuadricula;9;5
Cuadricula;9;9
Cuadricula;9;6
Cuadricula;9;30
Cuadricula;9;5
Cuadricula;9;19
Cuadricula;9;22
Cuadricula;9;16
Cuadricula;9;16
Cuadricula;9;5
Cuadricula;9;4
Cuadricula;9;8
Cuadricula;9;4
Cuadricula;9;2
Cuadricula;9;2444
Cuadricula;9;2
Cuadricula;9;16
Cuadricula;10;6
Cuadricula;10;4
Cuadricula;10;3
Cuadricula;10;5
Cuadricula;10;5
Cuadricula;10;19
Cuadricula;10;2
Cuadricula;10;3
Cuadricula;10;11
Cuadricula;10;18
Cuadricula;10;13
Cuadricula;10;13
Cuadricula;10;12
Cuadricula;10;8
Cuadricula;10;4
Cuadricula;10;15
Cuadricula;10;6
Cuadricula;10;14
Cuadricula;10;58
Cuadricula;10;4
Cuadricula;10;3
Cuadricula;10;4
Cuadricula;10;4
Cuadricula;10;5
Cuadricula;10;13
Cuadricula;10;25
Cuadricula;10;3
Cuadricula;10;34
Cuadricula;10;29
Cuadricula;10;27
Cuadricula;10;5
Cuadricula;10;8
Cuadricula;10;6
Cuadricula;10;21
Cuadricula;10;11
Cuadricula;10;10
Cuadricula;10;606
Cuadricula;10;23
Cuadricula;10;6
Cuadricula;10;8
Cuadricula;10;7
Cuadricula;10;10
Cuadricula;10;23
Cuadricula;10;7
Cuadricula;10;15
Cuadricula;10;5
Cuadricula;10;3
Cuadricula;10;57
Cuadricula;10;15
Cuadricula;10;62
Cuadricula;10;3
Cuadricula;10;3
Cuadricula;10;3
Cuadricula;10;4
Cuadricula;10;8
Cuadricula;10;4
Cuadricula;10;23
Cuadricula;10;10
Cuadricula;10;39
Cuadricula;10;14
Cuadricula;10;82
Cuadricula;10;3
Cuadricula;10;37
Cuadricula;10;8
Cuadricula;10;7
Cuadricula;10;8
Cuadricula;10;24
Cuadricula;10;54
Cuadricula;10;3
Cuadricula;10;4
Cuadricula;10;29
Cuadricula;10;9
Cuadricula;10;7
Cuadricula;10;5
Cuadricula;10;9
Cuadricula;10;10
Cuadricula;10;3
Cuadricula;10;21
Cuadricula;10;12
Cuadricula;10;5
Cuadricula;10;19
Cuadricula;10;24
Cuadricula;10;36
Cuadricula;10;5
Cuadricula;10;155
Cuadricula;10;5
Cuadricula;10;4
Cuadricula;10;30
Cuadricula;10;4
Cuadricula;10;22
Cuadricula;10;20
Cuadricula;10;7
Cuadricula;10;4
Cuadricula;10;3
Cuadricula;10;36
Cuadricula;10;3
Cuadricula;10;14
Cuadricula;10;5
Cuadricula;10;3
Cuadricula;10;7
Cuadricula;10;12
Cuadricula;10;2261
Cuadricula;10;6
Cuadricula;10;49
Cuadricula;10;8
Cuadricula;10;3
Cuadricula;10;9
Cuadricula;10;6
Cuadricula;10;8
Cuadricula;10;4
Cuadricula;10;4
Cuadricula;10;6
Cuadricula;10;28
Cuadricula;10;11
Cuadricula;10;8
Cuadricula;10;5
Cuadricula;10;5
Cuadricula;10;5
Cuadricula;10;20
Cuadricula;10;6
Cuadricula;10;9
Cuadricula;10;49
Cuadricula;10;3
Cuadricula;10;4
Cuadricula;10;6
Cuadricula;10;430
Cuadricula;10;25
Cuadricula;10;3
Cuadricula;10;3
Cuadricula;10;6
Cuadricula;10;4
Cuadricula;10;11
Cuadricula;10;2
Cuadricula;10;5
Cuadricula;10;11
Cuadricula;10;78
Cuadricula;10;5
Cuadricula;10;29
Cuadricula;10;8
Cuadricula;10;142
Cuadricula;10;11
Cuadricula;10;17
Cuadricula;10;10
Cuadricula;10;22
Cuadricula;10;13
Cuadricula;10;8
Cuadricula;10;54
Cuadricula;10;7
Cuadricula;10;12
Cuadricula;10;4
Cuadricula;10;10
Cuadricula;10;18
Cuadricula;10;8
Cuadricula;10;43
Cuadricula;10;17
Cuadricula;10;6
Cuadricula;10;41
Cuadricula;10;3
Cuadricula;10;6
Cuadricula;10;3
Cuadricula;10;6
Cuadricula;10;7
Cuadricula;10;12
Cuadricula;10;255
Cuadricula;10;10
Cuadricula;10;3
Cuadricula;10;11
Cuadricula;10;3
Cuadricula;10;5
Cuadricula;10;4
Cuadricula;10;9
Cuadricula;10;6
Cuadricula;10;25
Cuadricula;10;6
Cuadricula;10;8
Cuadricula;10;4
Cuadricula;10;6
Cuadricula;10;6
Cuadricula;10;7
Cuadricula;10;10
Cuadricula;10;4
Cuadricula;10;3
Cuadricula;10;4
Cuadricula;10;12
Cuadricula;10;25
Cuadricula;10;51
Cuadricula;10;14
Cuadricula;10;78
Cuadricula;10;6
Cuadricula;10;5
Cuadricula;10;3
Cuadricula;10;10
Cuadricula;10;15
Cuadricula;10;40
Cuadricula;10;5
Cuadricula;10;5
Cuadricula;10;5
Cuadricula;10;5
Cuadricula;10;6
Cuadricula;10;4
Cuadricula;10;6
Cuadricula;10;11
Cuadricula;10;67
Cuadricula;10;7
Cuadricula;10;12
Cuadricula;10;14
Cuadricula;10;8
Cuadricula;10;3
Cuadricula;10;5
Cuadricula;10;10
Cuadricula;10;11
Cuadricula;10;4
Cuadricula;10;3
Cuadricula;10;12
Cuadricula;10;6
Cuadricula;10;7
Cuadricula;10;4
Cuadricula;10;4
Cuadricula;10;13
Cuadricula;10;301
Cuadricula;10;3
Cuadricula;10;9
Cuadricula;10;3
Cuadricula;10;6
Cuadricula;10;5
Cuadricula;10;102
Cuadricula;10;14
Cuadricula;10;10
Cuadricula;10;8
Cuadricula;10;3
Cuadricula;10;80
Cuadricula;10;9
Cuadricula;10;9
Cuadricula;10;24
Cuadricula;10;4
Cuadricula;10;14
Cuadricula;10;8
Cuadricula;10;4
Cuadricula;10;80
Cuadricula;10;12
Cuadricula;10;5
Cuadricula;10;626
Cuadricula;10;8
Cuadricula;10;5
Cuadricula;10;5
Cuadricula;10;9
Cuadricula;10;8
Cuadricula;10;5
Cuadricula;10;4
Cuadricula;10;12
Cuadricula;10;3
Cuadricula;10;7
Cuadricula;10;8
Cuadricula;10;3
Cuadricula;10;5
Cuadricula;10;5
Cuadricula;10;6
Cuadricula;10;5
Cuadricula;10;5
Cuadricula;10;7
Cuadricula;10;3
Cuadricula;10;4
Cuadricula;10;6
Cuadricula;10;3
Cuadricula;10;30
Cuadricula;10;3
Cuadricula;10;163
Cuadricula;10;5
Cuadricula;10;7
Cuadricula;10;5
Cuadricula;10;27
Cuadricula;10;6
Cuadricula;10;57
Cuadricula;10;6
Cuadricula;10;19
Cuadricula;10;3
Cuadricula;10;5
Cuadricula;10;6
Cuadricula;10;7
Cuadricula;10;11
Cuadricula;10;3
Cuadricula;10;6
Cuadricula;10;30
Cuadricula;10;23
Cuadricula;10;6
Cuadricula;10;7
Cuadricula;10;11
Cuadricula;10;10
Cuadricula;10;4
Cuadricula;10;9
Cuadricula;10;6
Cuadricula;10;10
Cuadricula;10;4
Cuadricula;10;5
Cuadricula;10;11
Cuadricula;10;17
Cuadricula;10;8
Cuadricula;10;4
Cuadricula;10;38
Cuadricula;10;9
Cuadricula;10;5
Cuadricula;10;8
Cuadricula;10;20
Cuadricula;10;3
Cuadricula;10;18
Cuadricula;10;20
Cuadricula;10;4
Cuadricula;10;124
Cuadricula;10;6
Cuadricula;10;28
Cuadricula;10;30
Cuadricula;10;5
Cuadricula;10;2
Cuadricula;10;7
Cuadricula;10;12
Cuadricula;10;5
Cuadricula;10;4
Cuadricula;10;4
Cuadricula;10;4
Cuadricula;10;6
Cuadricula;10;16
Cuadricula;10;3
Cuadricula;10;46
Cuadricula;10;1072
Cuadricula;10;14
Cuadricula;10;5
Cuadricula;10;3
Cuadricula;10;3
Cuadricula;10;38
Cuadricula;10;41
Cuadricula;10;11
Cuadricula;10;4
Cuadricula;10;11
Cuadricula;10;7
Cuadricula;10;18
Cuadricula;10;41
Cuadricula;10;7
Cuadricula;10;7
Cuadricula;10;5
Cuadricula;10;9
Cuadricula;10;6
Cuadricula;10;4
Cuadricula;10;6
Cuadricula;10;10
Cuadricula;10;27
Cuadricula;10;5
Cuadricula;10;15
Cuadricula;10;111
Cuadricula;10;3
Cuadricula;10;10
Cuadricula;10;60
Cuadricula;10;3
Cuadricula;10;88
Cuadricula;10;9
Cuadricula;10;61
Cuadricula;10;6
Cuadricula;10;20
Cuadricula;10;4
Cuadricula;10;3
Cuadricula;10;21
Cuadricula;10;17
Cuadricula;10;27
Cuadricula;10;9
Cuadricula;10;16
Cuadricula;10;18
Cuadricula;10;4
Cuadricula;10;6
Cuadricula;10;37
Cuadricula;10;5
Cuadricula;10;4
Cuadricula;10;28
Cuadricula;10;4
Cuadricula;10;25
Cuadricula;10;14
Cuadricula;10;6
Cuadricula;10;12
Cuadricula;10;4
Cuadricula;10;7
Cuadricula;10;25
Cuadricula;10;18
Cuadricula;10;23
Cuadricula;10;7
Cuadricula;10;9
Cuadricula;10;8
Cuadricula;10;8
Cuadricula;10;2033
Cuadricula;10;11
Cuadricula;10;5
Cuadricula;10;11
Cuadricula;10;5
Cuadricula;10;86
Cuadricula;10;11
Cuadricula;10;5
Cuadricula;10;9
Cuadricula;10;3
Cuadricula;10;5
Cuadricula;10;5
Cuadricula;10;46
Cuadricula;10;4
Cuadricula;10;11
Cuadricula;10;8
Cuadricula;10;3
Cuadricula;10;4
Cuadricula;10;11
Cuadricula;10;31
Cuadricula;10;8
Cuadricula;10;5
Cuadricula;10;16
Cuadricula;10;1948
Cuadricula;10;4
Cuadricula;10;7
Cuadricula;10;4
Cuadricula;10;3
Cuadricula;10;7
Cuadricula;10;6
Cuadricula;10;7
Cuadricula;10;8
Cuadricula;10;7
Cuadricula;10;10
Cuadricula;10;88
Cuadricula;10;5
Cuadricula;10;7
Cuadricula;10;12
Cuadricula;10;5
Cuadricula;10;15
Cuadricula;10;8
Cuadricula;10;6
Cuadricula;10;11
Cuadricula;10;17
Cuadricula;10;40
Cuadricula;10;4
Cuadricula;10;9
Cuadricula;10;27
Cuadricula;10;3
Cuadricula;10;56
Cuadricula;10;27
Cuadricula;10;12
Cuadricula;10;5
Cuadricula;10;6
Cuadricula;10;9
Cuadricula;10;229
Cuadricula;10;3
Cuadricula;10;6
Cuadricula;10;25
Cuadricula;10;3
Cuadricula;10;7
Cuadricula;10;25
Cuadricula;10;4
Cuadricula;10;8
Cuadricula;10;5
Cuadricula;10;12
Cuadricula;10;4
Cuadricula;10;3
Cuadricula;10;5
Cuadricula;10;18
Cuadricula;10;2
Cuadricula;10;20
Cuadricula;10;41
Cuadricula;10;5
Cuadricula;10;5
Cuadricula;10;19
Cuadricula;10;6
Cuadricula;10;7
Cuadricula;10;6
Cuadricula;10;6
Cuadricula;10;32
Cuadricula;10;5
Cuadricula;10;10
Cuadricula;10;39
Cuadricula;10;45
Cuadricula;10;200000
Cuadricula;10;16
Cuadricula;10;4
Cuadricula;10;25
Cuadricula;10;3
Cuadricula;10;3
Cuadricula;10;98
Cuadricula;10;18
Cuadricula;10;31
Cuadricula;10;6
Cuadricula;10;3
Cuadricula;10;5
Cuadricula;10;8
Cuadricula;10;4
Cuadricula;10;4
Cuadricula;10;6
Cuadricula;10;9
Cuadricula;10;605
Cuadricula;10;3
Cuadricula;10;13
Cuadricula;10;8
Cuadricula;10;55
Cuadricula;10;109
Cuadricula;10;16
Cuadricula;10;9
Cuadricula;10;11
Cuadricula;10;40
Cuadricula;10;13
Cuadricula;10;680
Cuadricula;10;4
Cuadricula;10;4
Cuadricula;10;12
Cuadricula;10;2
Cuadricula;10;5
Cuadricula;10;12
Cuadricula;10;4
Cuadricula;10;10
Cuadricula;10;29
Cuadricula;10;14
Cuadricula;10;7
Cuadricula;10;8
Cuadricula;10;69
Cuadricula;10;15
Cuadricula;10;9
Cuadricula;10;4
Cuadricula;10;8
Cuadricula;10;3
Cuadricula;10;4
Cuadricula;10;2
Cuadricula;10;3
Cuadricula;10;7
Cuadricula;10;22
Cuadricula;10;10
Cuadricula;10;3
Cuadricula;10;10
Cuadricula;10;7
Cuadricula;10;11
Cuadricula;10;7
Cuadricula;10;11
Cuadricula;10;30
Cuadricula;10;10
Cuadricula;10;6
Cuadricula;10;7
Cuadricula;10;7
Cuadricula;10;5
Cuadricula;10;5
Cuadricula;10;4
Cuadricula;10;7
Cuadricula;10;5
Cuadricula;10;16
Cuadricula;10;60
Cuadricula;10;7
Cuadricula;10;3
Cuadricula;10;5
Cuadricula;10;19
Cuadricula;10;7
Cuadricula;10;12
Cuadricula;10;13
Cuadricula;10;15
Cuadricula;10;4
Cuadricula;10;3
Cuadricula;10;6
Cuadricula;10;19
Cuadricula;10;12
Cuadricula;10;5
Cuadricula;10;7
Cuadricula;10;5
Cuadricula;10;10
Cuadricula;10;4
Cuadricula;10;9
Cuadricula;10;8
Cuadricula;10;4
Cuadricula;10;53
Cuadricula;10;4
Cuadricula;10;14
Cuadricula;10;6
Cuadricula;10;24
Cuadricula;10;11
Cuadricula;10;3
Cuadricula;10;5
Cuadricula;10;7
Cuadricula;10;6
Cuadricula;10;10
Cuadricula;10;3
Cuadricula;10;10
Cuadricula;10;5
Cuadricula;10;6
Cuadricula;10;5
Cuadricula;10;7
Cuadricula;10;5
Cuadricula;10;15
Cuadricula;10;5
Cuadricula;10;18
Cuadricula;10;7
Cuadricula;10;11
Cuadricula;10;3
Cuadricula;10;3
Cuadricula;10;2
Cuadricula;10;6
Cuadricula;10;7
Cuadricula;10;5418
Cuadricula;10;5
Cuadricula;10;11
Cuadricula;10;6
Cuadricula;10;7
Cuadricula;10;28
Cuadricula;10;7
Cuadricula;10;2
Cuadricula;10;2
Cuadricula;10;7
Cuadricula;10;11
Cuadricula;10;9
Cuadricula;10;229
Cuadricula;10;19
Cuadricula;10;10
Cuadricula;10;2
Cuadricula;10;5
Cuadricula;10;4
Cuadricula;10;160
Cuadricula;10;14
Cuadricula;10;9
Cuadricula;10;11
Cuadricula;10;5
Cuadricula;10;4
Cuadricula;10;8
Cuadricula;10;4
Cuadricula;10;60
Cuadricula;10;4
Cuadricula;10;6
Cuadricula;10;2
Cuadricula;10;9
Cuadricula;10;4
Cuadricula;10;8
Cuadricula;10;28
Cuadricula;10;7
Cuadricula;10;9
Cuadricula;10;4
Cuadricula;10;3
Cuadricula;10;34
Cuadricula;10;18
Cuadricula;10;7
Cuadricula;10;3
Cuadricula;10;4
Cuadricula;10;7
Cuadricula;10;10
Cuadricula;10;9
Cuadricula;10;350
Cuadricula;10;85
Cuadricula;10;5
Cuadricula;10;3
Cuadricula;10;8
Cuadricula;10;6
Cuadricula;10;4
Cuadricula;10;42
Cuadricula;10;5
Cuadricula;10;7
Cuadricula;10;23
Cuadricula;10;5
Cuadricula;10;2
Cuadricula;10;3
Cuadricula;10;7
Cuadricula;10;7
Cuadricula;10;13
Cuadricula;10;3
Cuadricula;10;11
Cuadricula;10;5
Cuadricula;10;6
Cuadricula;10;3
Cuadricula;10;3
Cuadricula;10;5
Cuadricula;10;52
Cuadricula;10;6
Cuadricula;10;14
Cuadricula;10;42
Cuadricula;10;62
Cuadricula;10;7
Cuadricula;10;3
Cuadricula;10;17
Cuadricula;10;5
Cuadricula;10;5
Cuadricula;10;9
Cuadricula;10;4
Cuadricula;10;7
Cuadricula;10;12
Cuadricula;10;3
Cuadricula;10;29
Cuadricula;10;7
Cuadricula;10;7
Cuadricula;10;5
Cuadricula;10;9
Cuadricula;10;12
Cuadricula;10;8
Cuadricula;10;5
Cuadricula;10;3
Cuadricula;10;4
Cuadricula;10;32
Cuadricula;10;6
Cuadricula;10;3
Cuadricula;10;42
Cuadricula;10;6
Cuadricula;10;4
Cuadricula;10;5
Cuadricula;10;10
Cuadricula;10;12
Cuadricula;10;71
Cuadricula;10;7
Cuadricula;10;4
Cuadricula;10;3
Cuadricula;10;9
Cuadricula;10;15
Cuadricula;10;7
Cuadricula;10;24
Cuadricula;10;18
Cuadricula;10;28
Cuadricula;10;5
Cuadricula;10;6
Cuadricula;10;5
Cuadricula;10;6
Cuadricula;10;3
Cuadricula;10;21
Cuadricula;10;3
Cuadricula;10;4
Cuadricula;10;9
Cuadricula;10;32
Cuadricula;10;8
Cuadricula;10;4
Cuadricula;10;10
Cuadricula;10;26
Cuadricula;10;177
Cuadricula;10;9
Cuadricula;10;24
Cuadricula;10;86
Cuadricula;10;4
Cuadricula;10;3
Cuadricula;10;4
Cuadricula;10;40
Cuadricula;10;3
Cuadricula;10;47
Cuadricula;10;3
Cuadricula;10;14
Cuadricula;10;7
Cuadricula;10;11
Cuadricula;10;6
Cuadricula;10;44
Cuadricula;10;85
Cuadricula;10;3
Cuadricula;10;6
Cuadricula;10;16
Cuadricula;10;8
Cuadricula;10;10
Cuadricula;10;1247
Cuadricula;10;3
Cuadricula;10;6
Cuadricula;10;6
Cuadricula;10;5
Cuadricula;10;6
Cuadricula;10;36
Cuadricula;10;9
Cuadricula;10;20
Cuadricula;10;6
Cuadricula;10;6
Cuadricula;10;6
Cuadricula;10;8
Cuadricula;10;10
Cuadricula;10;19
Cuadricula;10;32
Cuadricula;10;6
Cuadricula;10;17
Cuadricula;10;7
Cuadricula;10;15
Cuadricula;10;6
Cuadricula;10;14
Cuadricula;10;12
Cuadricula;10;6
Cuadricula;10;6
Cuadricula;10;4
Cuadricula;10;6
Cuadricula;10;71
Cuadricula;10;2079
Cuadricula;10;4
Cuadricula;10;343
Cuadricula;10;7
Cuadricula;10;4
Cuadricula;10;23
Cuadricula;10;7
Cuadricula;10;46
Cuadricula;10;3
Cuadricula;10;13
Cuadricula;10;17
Cuadricula;10;7
Cuadricula;10;31
Cuadricula;10;49
Cuadricula;10;3
Cuadricula;10;8
Cuadricula;10;9
Cuadricula;10;2
Cuadricula;10;6
Cuadricula;10;30
Cuadricula;10;12
Cuadricula;10;4
Cuadricula;10;32
Cuadricula;10;9
Cuadricula;10;15
Cuadricula;10;33
Cuadricula;10;6
Cuadricula;10;8
Cuadricula;10;6
Cuadricula;10;21
Cuadricula;10;9
Cuadricula;10;3
Cuadricula;10;10
Cuadricula;10;9
Cuadricula;10;11
Cuadricula;10;42
Cuadricula;10;4
Cuadricula;10;62
Cuadricula;10;8
Cuadricula;10;10
Cuadricula;10;3
Cuadricula;10;3
Cuadricula;10;7
Cuadricula;10;13
Cuadricula;10;215
Cuadricula;10;3
Cuadricula;10;13
Cuadricula;10;7
Cuadricula;10;5
Cuadricula;10;68
Cuadricula;10;13
Cuadricula;10;4
Cuadricula;10;7
Cuadricula;10;7
Cuadricula;10;138
Cuadricula;10;4
Cuadricula;10;4
Cuadricula;10;10
Cuadricula;10;8
Cuadricula;10;12
Cuadricula;10;7
Cuadricula;10;4
Cuadricula;10;16
Cuadricula;10;13
Cuadricula;10;5
Cuadricula;10;3
Cuadricula;10;388
Cuadricula;10;17
Cuadricula;10;19
Cuadricula;10;11
Cuadricula;10;4
Cuadricula;10;204
Cuadricula;10;8
Cuadricula;10;100
Cuadricula;10;7
Cuadricula;10;11
Cuadricula;10;6
Cuadricula;10;2
Cuadricula;10;7
Cuadricula;10;7
Cuadricula;10;6
Cuadricula;10;3
Cuadricula;10;4
Cuadricula;10;15
Cuadricula;10;17
Cuadricula;10;10
Cuadricula;10;3
Cuadricula;10;33
Cuadricula;10;3
Cuadricula;10;4
Cuadricula;10;7
Cuadricula;10;4
Cuadricula;10;14
Cuadricula;10;5
Cuadricula;10;15
Cuadricula;10;6
Cuadricula;10;71
Cuadricula;10;24
Cuadricula;10;7
Cuadricula;10;4
Cuadricula;10;11
Cuadricula;10;5
Cuadricula;10;4
Cuadricula;10;5
Cuadricula;10;12
Cuadricula;10;8
Cuadricula;10;4
Cuadricula;10;5
Cuadricula;10;8
Cuadricula;10;5
Cuadricula;10;38
Cuadricula;10;3
Cuadricula;10;6
Cuadricula;10;7
Cuadricula;10;7
Cuadricula;10;4
Cuadricula;10;15
Cuadricula;10;68
Cuadricula;10;5
Cuadricula;10;12
Cuadricula;10;516
Cuadricula;10;4
Cuadricula;10;5
Cuadricula;10;16
Cuadricula;10;82
Cuadricula;10;7
Cuadricula;10;3
Cuadricula;10;8
Cuadricula;10;30
Cuadricula;10;7
Cuadricula;10;18
Cuadricula;10;7
Cuadricula;10;33
Cuadricula;10;3
Cuadricula;10;109
Cuadricula;10;293
Cuadricula;10;7
Cuadricula;10;30
Cuadricula;10;35
Cuadricula;10;10
Cuadricula;10;32
Cuadricula;10;8
Cuadricula;10;3
Cuadricula;10;65
Cuadricula;10;5
Cuadricula;10;7
Cuadricula;10;3
Cuadricula;10;5
Cuadricula;10;11
Cuadricula;10;61
Cuadricula;10;4
Cuadricula;10;4
Cuadricula;10;3
Cuadricula;10;4
Cuadricula;10;7
Cuadricula;10;5
Cuadricula;10;4
Cuadricula;10;8
Cuadricula;10;7
Cuadricula;10;50
Cuadricula;10;5
Cuadricula;10;56
Cuadricula;10;22
Cuadricula;10;6
Cuadricula;10;3
Cuadricula;10;6
Cuadricula;10;5
Cuadricula;10;5
Cuadricula;10;5
Cuadricula;10;3
Cuadricula;10;5
Cuadricula;10;18
Cuadricula;10;6
Cuadricula;10;7
Cuadricula;10;7
Cuadricula;10;142
Cuadricula;10;26
Cuadricula;10;3
Cuadricula;10;16
Cuadricula;10;16
Cuadricula;10;9
Cuadricula;10;23
Cuadricula;10;6
Cuadricula;10;28
Cuadricula;10;26
Cuadricula;10;84
Cuadricula;10;137
Cuadricula;10;6
Cuadricula;10;7
Cuadricula;10;7
Cuadricula;10;5
Cuadricula;10;10
Cuadricula;10;5
Cuadricula;10;6
Cuadricula;10;19
Cuadricula;10;358
Cuadricula;10;16
Cuadricula;10;6
Cuadricula;10;3
Cuadricula;10;5
Cuadricula;10;7
Cuadricula;10;12
Cuadricula;10;11
Cuadricula;10;4
Cuadricula;10;8
Cuadricula;10;4
Cuadricula;10;4
Cuadricula;10;22
Cuadricula;10;7
Cuadricula;10;3
Cuadricula;10;8
Cuadricula;10;4
Cuadricula;10;5
Cuadricula;10;33
Cuadricula;10;8
Cuadricula;10;6
Cuadricula;10;3
Cuadricula;10;86
Cuadricula;10;10
Cuadricula;10;18
Cuadricula;10;3
Cuadricula;10;7
Cuadricula;10;5
Cuadricula;10;9
Cuadricula;10;3
Cuadricula;10;11
Cuadricula;10;5
Cuadricula;10;8
Cuadricula;10;3
Cuadricula;10;4
Cuadricula;10;4
Cuadricula;10;4
Malla;4;7
Malla;4;7
Malla;4;2
Malla;4;171
Malla;4;7
Malla;4;26
Malla;4;2
Malla;4;2
Malla;4;29
Malla;4;10
Malla;4;2
Malla;4;7
Malla;4;7
Malla;4;10
Malla;4;14
Malla;4;9
Malla;4;23
Malla;4;6
Malla;4;6
Malla;4;9310
Malla;4;26
Malla;4;3
Malla;4;3
Malla;4;11
Malla;4;1
Malla;4;1
Malla;4;24
Malla;4;5
Malla;4;286
Malla;4;29
Malla;4;5
